filename,score_N,score_L,score_M,score_H,prob_N,prob_L,prob_M,prob_H,predict class,actual class
M03_English_L_0034.npy,-4.5319533,1.3421679,3.11873,-3.2106311,0.00040608444,0.14444907,0.8536227,0.001522157,M,L
M03_English_L_0015.npy,-2.7473707,1.021442,2.3196392,-4.2547736,0.004920069,0.21317968,0.78081053,0.0010897188,M,L
M03_English_L_0006.npy,-2.4211922,-0.36889446,2.9642901,-3.3763478,0.004397811,0.034240343,0.95966977,0.0016920675,M,L
M03_English_L_0030.npy,-1.590308,0.3312378,2.108912,-4.1513696,0.02069344,0.14136742,0.83634114,0.0015980034,M,L
M03_English_L_0068.npy,-3.6981816,2.8786626,1.0978806,-3.046901,0.0011873384,0.85282844,0.14370698,0.002277309,L,L
M03_English_L_0023.npy,-2.8771892,-0.016517982,2.8882108,-2.9766154,0.0029546877,0.051628005,0.9427422,0.0026750462,M,L
M03_English_L_0037.npy,-1.1276371,-1.277095,3.4189253,-5.2616096,0.010396649,0.008953331,0.98048353,0.0001665452,M,L
M03_English_L_0009.npy,-1.9408206,0.23918481,2.2221954,-3.7682822,0.013463986,0.11910717,0.86526364,0.0021652952,M,L
M03_English_L_0036.npy,-2.3715281,1.6199287,1.8514847,-4.6364336,0.00809872,0.43841368,0.55264664,0.00084096985,M,L
M03_English_L_0007.npy,-0.6185281,2.2429554,-0.20494936,-5.2299953,0.04997599,0.8739527,0.07557469,0.00049662276,L,L
M03_English_L_0014.npy,-4.166365,3.218063,1.8763748,-4.815578,0.0004918177,0.79217386,0.2070774,0.00025695356,L,L
M03_English_L_0070.npy,-2.634979,1.8623453,0.8432997,-2.7987003,0.008062599,0.7238328,0.26125968,0.0068449746,L,L
M03_English_L_0069.npy,-1.8858794,1.3567628,1.094197,-3.4984848,0.021510018,0.5506839,0.4235177,0.004288399,L,L
M03_English_L_0066.npy,-2.2214398,0.70025474,1.7301309,-2.6168575,0.013838313,0.25701532,0.71982765,0.009318701,M,L
M03_English_L_0065.npy,-1.4694431,1.9718418,1.0067897,-5.425614,0.022653876,0.70741385,0.26949874,0.00043351026,L,L
M03_English_L_0046.npy,-4.137485,0.7273511,2.8021634,-1.5355468,0.0008499448,0.110195115,0.87748927,0.011465636,M,L
M03_English_L_0044.npy,-4.2121425,1.7163707,2.7436943,-4.0255356,0.0007007428,0.26319596,0.7352587,0.0008445026,M,L
M03_English_L_0032.npy,-2.1981063,0.0895689,2.82384,-4.260272,0.0061468324,0.06055862,0.93251276,0.000781743,M,L
M03_English_L_0028.npy,-1.0367744,1.4228765,0.6939436,-4.1632094,0.05437942,0.6362788,0.30695587,0.0023858394,L,L
M03_English_L_0025.npy,-2.152565,1.806235,1.302289,-4.243984,0.011741006,0.615163,0.37164584,0.0014501518,L,L
M03_English_L_0052.npy,-3.2609973,1.4855444,2.226167,-3.651295,0.0027899186,0.32135758,0.67396414,0.001888372,M,L
M03_English_L_0043.npy,-1.7089624,-0.18663667,3.0440319,-5.0744143,0.008227179,0.037704114,0.95378447,0.00028421948,M,L
M03_English_L_0018.npy,0.31695625,0.46754372,0.56869054,-4.3652844,0.28918204,0.33617902,0.37196162,0.0026773177,M,L
M09_English_L_0009.npy,-3.834111,0.1871951,1.8296468,0.8657443,0.0021981166,0.122597545,0.63356256,0.24164176,M,L
M03_English_L_0002.npy,-1.3296344,1.8401967,0.4739701,-4.0756106,0.03232151,0.769364,0.19623984,0.0020745764,L,L
M03_English_L_0061.npy,-4.060011,3.3530653,0.93456304,-3.2438087,0.0005529782,0.9165711,0.08162514,0.0012507775,L,L
M03_English_L_0022.npy,-1.1100034,1.5853124,1.2520959,-5.5522594,0.03782839,0.5602458,0.40148062,0.00044521582,L,L
M09_English_L_0006.npy,-5.664482,2.1698563,1.243429,1.6317457,0.00019993022,0.5049964,0.19996133,0.29484233,L,L
M03_English_L_0063.npy,-3.3900547,2.649477,1.2076107,-3.3119624,0.0019192751,0.80551296,0.19049254,0.002075164,L,L
M03_English_L_0054.npy,-2.31535,0.5577457,2.1036339,-2.9743366,0.009782729,0.17307311,0.8120828,0.0050613433,M,L
M03_English_L_0010.npy,-3.8622534,1.8643502,1.9819151,-2.6004412,0.0015228293,0.46739456,0.5257042,0.005378354,M,L
M03_English_L_0067.npy,-3.9465237,3.2555432,0.8883171,-3.0223005,0.00067955995,0.9121068,0.085501246,0.0017124304,L,L
M03_English_L_0041.npy,-1.372868,1.3932484,1.2823132,-4.910793,0.03209921,0.510274,0.45669356,0.00093323924,L,L
M03_English_L_0038.npy,-3.1158051,0.32522953,3.272485,-4.2853703,0.0015939594,0.04976222,0.9481489,0.00049492746,M,L
M03_English_L_0035.npy,-3.7586493,2.626631,2.3769007,-5.2536306,0.00094672886,0.5614586,0.43738234,0.0002123067,L,L
M09_English_L_0002.npy,-4.9020157,0.14481269,2.6601112,1.1446997,0.0003994912,0.06213223,0.76859444,0.16887385,M,L
M03_English_L_0051.npy,-3.394892,2.3134413,1.168761,-2.3826485,0.0024934344,0.75144196,0.23920326,0.0068613496,L,L
M03_English_L_0005.npy,-4.415322,4.2425575,1.0699077,-4.412465,0.00016671054,0.95947146,0.0401946,0.00016718739,L,L
M03_English_L_0012.npy,2.9902468,-1.2808193,0.19331676,-6.1042614,0.9301666,0.01299153,0.0567374,0.0001044398,N,L
M03_English_L_0021.npy,-1.519187,-0.2622835,2.6436834,-4.4520507,0.01452993,0.051065754,0.93363076,0.00077363657,M,L
M03_English_L_0045.npy,-4.5746293,2.4873421,1.6500993,-1.7334027,0.00059172785,0.6903945,0.29887348,0.010140304,L,L
M03_English_L_0019.npy,-2.2629433,0.28542835,3.0858982,-4.5590224,0.0044592805,0.057017554,0.93807423,0.00044883892,M,L
M03_English_L_0059.npy,-4.4842815,3.9256084,0.5798574,-2.5627954,0.0002147147,0.96434116,0.03397735,0.0014667388,L,L
M03_English_L_0040.npy,-2.550854,-0.24187092,3.2191644,-3.8120518,0.003013036,0.030323759,0.96580964,0.0008536369,M,L
M03_English_L_0058.npy,-1.7166504,0.90411115,2.0553112,-4.704418,0.017163895,0.23593815,0.7460329,0.00086505717,M,L
M09_English_L_0005.npy,-5.463618,4.8485928,0.8779665,-2.964416,3.2595854e-05,0.98106617,0.018504493,0.00039678175,L,L
M03_English_L_0039.npy,-3.7690916,1.2947415,2.8790996,-3.7737017,0.001073446,0.16981463,0.8280434,0.0010685088,M,L
M03_English_L_0060.npy,-4.1832914,1.9733583,2.4262476,-3.443422,0.0008216379,0.38768542,0.609771,0.0017218748,M,L
M03_English_L_0053.npy,-2.932473,1.5341147,1.909761,-3.09414,0.0046368856,0.4036832,0.58773524,0.0039447104,M,L
M03_English_L_0047.npy,-4.6338115,3.8788278,0.8350588,-2.7474635,0.00019149501,0.9531245,0.045421097,0.001262955,L,L
M03_English_L_0050.npy,-3.8927763,2.0033584,2.377073,-3.5484006,0.0011180204,0.40654483,0.59075946,0.0015776481,M,L
M03_English_L_0056.npy,-3.2887192,2.3095624,1.0137358,-2.860358,0.0028870204,0.7793863,0.21329585,0.0044308277,L,L
M03_English_L_0042.npy,-2.286075,1.1765786,2.4913995,-5.717549,0.0065903165,0.21024108,0.7829554,0.00021312585,M,L
M03_English_L_0027.npy,-0.8118452,2.161386,0.33910453,-5.3264923,0.042145815,0.8241617,0.1332311,0.00046139007,L,L
M03_English_L_0029.npy,-1.6852924,-0.09436624,2.6540685,-4.5556226,0.012103097,0.05940552,0.9278054,0.0006860059,M,L
M03_English_L_0048.npy,-2.8496003,-1.2082453,3.6853006,-2.7792377,0.0014367808,0.0074168877,0.98960483,0.0015415172,M,L
M03_English_L_0020.npy,-3.214368,1.1408206,2.8784106,-4.729594,0.0019166233,0.14926954,0.84839267,0.0004211943,M,L
M09_English_L_0007.npy,-5.1356397,2.1030378,1.285292,1.0890542,0.00039794733,0.5540427,0.24456863,0.20099062,L,L
CF09_Hindi_N_0103.npy,10.29221,-5.690168,-3.1947389,-6.737043,0.99999845,1.14535666e-07,1.388968e-06,4.02058e-08,N,N
CF04_Hindi_N_0047.npy,10.345447,-6.256843,-3.5652847,-5.577813,0.9999988,6.1619325e-08,9.091711e-07,1.2151102e-07,N,N
CM05_Hindi_N_0117.npy,6.6625423,-3.883354,-0.26014486,-7.6780467,0.9989889,2.6274596e-05,0.000984183,5.9091064e-07,N,N
CM24_Gujarati_N_0037.npy,8.8325815,-4.501156,-3.0577679,-6.457772,0.9999912,1.6189282e-06,6.856193e-06,2.2881258e-07,N,N
CF14_Hindi_N_0037.npy,8.543788,-4.866198,-1.8828282,-6.6944213,0.9999685,1.5000413e-06,2.9632225e-05,2.410551e-07,N,N
CM27_Gujarati_N_0052.npy,8.081521,-4.4525595,-2.621585,-5.638305,0.9999728,3.6016888e-06,2.2474414e-05,1.1003823e-06,N,N
CF20_Gujarati_N_0056.npy,9.8242235,-6.092454,-1.9523164,-7.0935283,0.99999225,1.2231266e-07,7.682639e-06,4.4948028e-08,N,N
CF02_English_N_0094.npy,8.811531,-5.411894,-1.7933565,-6.971603,0.99997437,6.650188e-07,2.4793884e-05,1.3978503e-07,N,N
CM38_English_N_0101.npy,8.615787,-4.0072417,-3.7706504,-6.0443087,0.99999213,3.2952266e-06,4.174799e-06,4.2973244e-07,N,N
CM30_Gujarati_N_0048.npy,5.7903876,-1.442377,-2.010696,-7.1373816,0.99886715,0.000721702,0.00040882756,2.4268845e-06,N,N
CM03_English_N_0052.npy,7.963647,-3.9065077,-2.7800415,-6.1391425,0.9999707,6.9959183e-06,2.1580554e-05,7.5028083e-07,N,N
CF14_Gujarati_N_0028.npy,8.606003,-5.3997827,-1.3862741,-6.9919677,0.99995327,8.2669357e-07,4.5749766e-05,1.6821588e-07,N,N
CM38_English_N_0014.npy,8.923539,-4.7142854,-3.274154,-6.1364255,0.99999356,1.194442e-06,5.0420426e-06,2.8809615e-07,N,N
CM38_English_N_0034.npy,8.662579,-4.386382,-3.1349885,-6.6300755,0.9999901,2.1523063e-06,7.5227617e-06,2.2828662e-07,N,N
CM24_Gujarati_N_0013.npy,8.795659,-5.1196995,-2.070112,-6.913629,0.99997985,9.049568e-07,1.9100587e-05,1.5049925e-07,N,N
CM03_English_N_0068.npy,7.636707,-3.8739612,-2.340546,-6.440697,0.99994266,1.0022027e-05,4.644182e-05,7.695489e-07,N,N
CM03_English_N_0007.npy,7.157459,-4.2146,-1.1141453,-6.4602737,0.9997316,1.1509621e-05,0.0002556061,1.2183642e-06,N,N
CM24_Gujarati_N_0050.npy,9.108649,-5.667721,-2.3488045,-6.51821,0.9999888,3.8255965e-07,1.0570273e-05,1.6343166e-07,N,N
CF04_Hindi_N_0017.npy,9.883699,-5.719295,-3.9131577,-5.1659102,0.99999845,1.6738045e-07,1.0188272e-06,2.9109628e-07,N,N
CF02_English_N_0090.npy,8.815672,-4.4954214,-2.813193,-6.597942,0.99998915,1.6560023e-06,8.905192e-06,2.0227755e-07,N,N
CM16_Hindi_N_0088.npy,7.1550217,-5.0306497,-0.16925384,-6.9352765,0.9993352,5.099664e-06,0.0006588989,7.592287e-07,N,N
CM05_English_N_0011.npy,8.240599,-4.9429855,-2.0479763,-6.550271,0.99996376,1.8811628e-06,3.4018318e-05,3.7704322e-07,N,N
CF04_Hindi_N_0061.npy,9.975932,-6.2509465,-2.7300577,-6.719081,0.9999969,8.9692186e-08,3.0328952e-06,5.6162524e-08,N,N
CF18_English_N_0056.npy,9.198127,-5.6068583,-2.4993393,-6.249517,0.99999106,3.717687e-07,8.314789e-06,1.9551041e-07,N,N
CM35_English_N_0082.npy,6.678783,-4.169672,-1.034333,-5.8145194,0.9995301,1.942547e-05,0.0004467168,3.7499337e-06,N,N
CF04_English_N_0003.npy,10.175559,-6.1171246,-2.9445844,-6.524901,0.99999785,8.3980204e-08,2.0044397e-06,5.585747e-08,N,N
CF04_Hindi_N_0093.npy,9.693677,-5.7694497,-3.574992,-4.89026,0.9999976,1.9250774e-07,1.7277829e-06,4.6374126e-07,N,N
CM03_English_N_0026.npy,7.560842,-3.7659454,-2.14174,-6.51706,0.999926,1.2044988e-05,6.112092e-05,7.69153e-07,N,N
CM05_Hindi_N_0090.npy,8.794696,-4.4889927,-3.0223532,-6.8446717,0.9999907,1.7020149e-06,7.3776287e-06,1.6140044e-07,N,N
CM05_English_N_0063.npy,7.5368814,-3.8906662,-1.3265984,-7.7288713,0.9998474,1.0889626e-05,0.0001414404,2.3447768e-07,N,N
CF14_Hindi_N_0124.npy,8.835906,-5.935486,-1.129326,-6.753455,0.99995244,3.8445486e-07,4.7003923e-05,1.6967029e-07,N,N
CF14_English_N_0005.npy,8.85821,-5.831107,-1.2160022,-7.057173,0.9999572,4.1734214e-07,4.2150885e-05,1.2246689e-07,N,N
CF02_English_N_0098.npy,8.021283,-4.344108,-2.4216087,-6.2702937,0.9999659,4.2634797e-06,2.9153774e-05,6.212014e-07,N,N
CM38_English_N_0052.npy,8.263724,-4.769114,-2.119779,-6.626675,0.9999665,2.1872352e-06,3.0937656e-05,3.413241e-07,N,N
CF14_Hindi_N_0081.npy,8.743153,-5.6055803,-1.7066419,-6.451607,0.9999702,5.866938e-07,2.8953355e-05,2.517601e-07,N,N
CM16_Hindi_N_0012.npy,9.413556,-5.9915495,-2.0833957,-6.540591,0.9999895,2.0400606e-07,1.016091e-05,1.178141e-07,N,N
CM05_Hindi_N_0057.npy,6.5692635,-4.1715326,-0.5208183,-6.0453887,0.9991425,2.1625143e-05,0.0008326147,3.3201175e-06,N,N
CM24_Gujarati_N_0001.npy,8.134715,-4.7542167,-2.3948228,-6.059161,0.9999701,2.5257787e-06,2.673417e-05,6.8495945e-07,N,N
CM03_English_N_0059.npy,8.243829,-4.70772,-2.6117449,-5.7153587,0.99997747,2.3724888e-06,1.929632e-05,8.66148e-07,N,N
CM30_English_N_0037.npy,6.021862,-1.5255511,-2.3075595,-7.000449,0.99922967,0.0005270667,0.00024112558,2.2087545e-06,N,N
CM05_Hindi_N_0081.npy,6.7532763,-2.1655662,-2.8519354,-5.67889,0.9997949,0.00013381564,6.736289e-05,3.9873958e-06,N,N
CM30_Gujarati_N_0035.npy,4.6950235,-0.38444215,-2.5667012,-6.071584,0.9931017,0.0061803027,0.0006970547,2.0946698e-05,N,N
CM05_Hindi_N_0110.npy,7.325226,-4.276821,-1.3017333,-6.2481194,0.9998105,9.14561e-06,0.00017917485,1.2737635e-06,N,N
CM30_English_N_0003.npy,7.6394987,-3.2489228,-3.0434825,-5.6890197,0.99995685,1.867238e-05,2.2930915e-05,1.6273443e-06,N,N
CF18_English_N_0033.npy,10.042405,-5.9636674,-3.54326,-5.9844227,0.99999845,1.1185366e-07,1.258404e-06,1.0955596e-07,N,N
CM30_Gujarati_N_0014.npy,4.636521,-0.00873439,-2.3846784,-6.828,0.989599,0.009507155,0.0008834687,1.0386778e-05,N,N
CM38_English_N_0050.npy,7.911861,-3.7907474,-2.5760539,-6.280239,0.99996316,8.271912e-06,2.787022e-05,6.8617214e-07,N,N
CF14_Hindi_N_0021.npy,9.060559,-5.0277863,-3.163713,-6.143721,0.99999416,7.61214e-07,4.909799e-06,2.4938035e-07,N,N
CM05_Hindi_N_0077.npy,8.456281,-4.3907294,-2.9581678,-6.3402686,0.99998593,2.633956e-06,1.1034732e-05,3.749163e-07,N,N
CM30_Gujarati_N_0015.npy,6.3507223,-1.8898013,-2.436769,-6.5810733,0.9995814,0.00026363577,0.00015256656,2.418861e-06,N,N
CF02_English_N_0055.npy,8.22697,-4.2303762,-2.6126716,-6.2137895,0.99997604,3.8889557e-06,1.9606185e-05,5.3511525e-07,N,N
CF02_Gujarati_N_0004.npy,9.570465,-5.723607,-2.7835062,-6.586744,0.99999535,2.2796429e-07,4.312572e-06,9.616368e-08,N,N
CF20_Gujarati_N_0062.npy,8.582001,-5.7378883,-0.8376894,-6.766389,0.9999181,6.038313e-07,8.11045e-05,2.1589545e-07,N,N
CF02_Gujarati_N_0030.npy,7.7033463,-4.721673,-0.96539384,-6.999026,0.99982375,4.016115e-06,0.0001718452,4.118742e-07,N,N
CM27_Gujarati_N_0002.npy,8.921473,-4.495468,-3.2974262,-6.373935,0.99999344,1.489683e-06,4.9362466e-06,2.276595e-07,N,N
CM38_English_N_0060.npy,7.8121867,-4.0716324,-2.2879672,-6.3485055,0.99995124,6.900834e-06,4.1071235e-05,7.080572e-07,N,N
CM35_English_N_0029.npy,8.321566,-4.067218,-3.166977,-5.8857274,0.99998486,4.164982e-06,1.0246671e-05,6.758412e-07,N,N
CM30_Gujarati_N_0041.npy,4.6779838,-0.06972019,-2.5235822,-6.6692014,0.99065924,0.008590583,0.000738455,1.1692419e-05,N,N
CM38_English_N_0013.npy,8.723196,-5.473942,-2.4672902,-5.8603106,0.999985,6.8273926e-07,1.3804706e-05,4.639349e-07,N,N
CM38_English_N_0054.npy,7.900712,-4.3199368,-2.355677,-6.4017324,0.99995935,4.9274477e-06,3.5130903e-05,6.144827e-07,N,N
CF20_Gujarati_N_0046.npy,9.0324135,-5.400491,-2.973279,-5.2158256,0.9999927,5.393439e-07,6.1092915e-06,6.4873154e-07,N,N
CF02_English_N_0010.npy,7.1626973,-3.9257245,-1.2669485,-6.6506495,0.99976546,1.528473e-05,0.00021824766,1.0019309e-06,N,N
CM35_English_N_0101.npy,9.012054,-4.772451,-3.2173643,-6.318864,0.9999939,1.0314841e-06,4.884592e-06,2.1971724e-07,N,N
CM30_Gujarati_N_0069.npy,6.983199,-2.0202925,-2.9369228,-6.729736,0.9998267,0.00012295836,4.9166625e-05,1.1078296e-06,N,N
CF04_English_N_0083.npy,9.771935,-5.4053836,-3.4065206,-6.460484,0.99999774,2.5619659e-07,1.8908981e-06,8.919667e-08,N,N
CM27_Gujarati_N_0038.npy,8.69818,-4.6642637,-2.737757,-5.9129186,0.9999871,1.5731089e-06,1.0800158e-05,4.5130966e-07,N,N
CF09_Hindi_N_0090.npy,9.491769,-5.919342,-1.9532573,-7.0412316,0.99998903,2.0278453e-07,1.0702455e-05,6.6039554e-08,N,N
CM35_English_N_0052.npy,7.8335414,-3.979658,-1.9582039,-6.816259,0.9999362,7.4056834e-06,5.590767e-05,4.3415508e-07,N,N
CF09_Hindi_N_0154.npy,9.484803,-5.730666,-3.030972,-5.701471,0.9999958,2.4660608e-07,3.6683089e-06,2.539121e-07,N,N
CM05_Hindi_N_0042.npy,7.2785225,-4.979945,-0.5504328,-6.691658,0.99959654,4.742855e-06,0.00039788053,8.5635224e-07,N,N
CF20_Gujarati_N_0001.npy,7.5352535,-4.6842637,-1.064146,-5.860054,0.99980944,4.9322894e-06,0.00018418125,1.5219805e-06,N,N
CM35_English_N_0059.npy,9.3210125,-5.006469,-3.0537953,-6.921993,0.9999951,5.993104e-07,4.2236443e-06,8.825719e-08,N,N
CF09_Hindi_N_0143.npy,9.716148,-5.849474,-3.1236353,-6.043978,0.999997,1.7375402e-07,2.653087e-06,1.4304179e-07,N,N
CF14_English_N_0039.npy,9.121647,-5.74868,-1.7815366,-6.7739697,0.99998116,3.4824978e-07,1.8399227e-05,1.2491462e-07,N,N
CM35_English_N_0121.npy,6.601527,-2.939278,-1.1919392,-7.3842053,0.99951506,7.182414e-05,0.00041222072,8.4306805e-07,N,N
CM05_Hindi_N_0094.npy,6.388842,-3.1843364,-1.4654386,-5.893206,0.99953794,6.9537775e-05,0.00038790787,4.632053e-06,N,N
CF18_English_N_0053.npy,10.101536,-5.8615313,-3.3671973,-6.0105786,0.99999833,1.16768945e-07,1.4144999e-06,1.0059979e-07,N,N
CF04_English_N_0008.npy,9.535136,-5.808175,-2.538182,-6.215306,0.9999939,2.1701109e-07,5.709812e-06,1.4443322e-07,N,N
CM05_English_N_0036.npy,7.257348,-2.5921311,-2.7483418,-6.529739,0.99990106,5.276943e-05,4.5137887e-05,1.0287301e-06,N,N
CF04_Hindi_N_0086.npy,10.317687,-5.9441853,-3.9408405,-5.3807254,0.99999917,8.660813e-08,6.420957e-07,1.521479e-07,N,N
CF14_Hindi_N_0006.npy,9.172172,-5.041194,-2.4991786,-6.9671082,0.9999907,6.717532e-07,8.53479e-06,9.790291e-08,N,N
CF14_Hindi_N_0019.npy,9.315042,-5.101332,-2.963434,-7.024094,0.99999475,5.48335e-07,4.6507544e-06,8.016801e-08,N,N
CF02_English_N_0031.npy,9.227129,-5.0541286,-3.1753466,-6.488772,0.9999951,6.276629e-07,4.1083863e-06,1.495096e-07,N,N
CM05_English_N_0080.npy,8.502525,-3.6864355,-3.1965997,-6.716342,0.9999863,5.086225e-06,8.300963e-06,2.457672e-07,N,N
CM16_Hindi_N_0046.npy,8.729386,-5.124302,-2.7970593,-5.733914,0.9999887,9.62531e-07,9.865599e-06,5.231948e-07,N,N
CM03_English_N_0092.npy,8.393992,-4.379524,-2.6772947,-6.615542,0.9999814,2.834811e-06,1.5552241e-05,3.0299384e-07,N,N
CF02_Gujarati_N_0053.npy,9.752102,-5.125681,-3.1261957,-6.819369,0.99999714,3.4566847e-07,2.5528486e-06,6.354782e-08,N,N
CF02_Gujarati_N_0012.npy,9.487668,-5.047777,-2.7281508,-6.674209,0.9999944,4.8678135e-07,4.9514797e-06,9.5715826e-08,N,N
CM30_English_N_0022.npy,5.041947,-0.2689227,-3.0050867,-6.127442,0.99475586,0.004911737,0.00031837163,1.4025313e-05,N,N
CF20_Gujarati_N_0044.npy,10.135543,-5.830612,-3.7509744,-5.2726297,0.9999987,1.1640896e-07,9.314542e-07,2.033832e-07,N,N
CF09_Hindi_N_0017.npy,10.087514,-5.982434,-2.9764073,-6.446396,0.99999774,1.04932305e-07,2.1203632e-06,6.59802e-08,N,N
CF20_Gujarati_N_0048.npy,9.3515835,-5.993597,-2.2070706,-6.2223873,0.9999901,2.1660502e-07,9.55292e-06,1.7230828e-07,N,N
CF02_English_N_0084.npy,8.633877,-4.868618,-1.8301083,-7.4522643,0.9999701,1.3675023e-06,2.8545383e-05,1.0324392e-07,N,N
CM38_English_N_0123.npy,9.204272,-5.55213,-2.4781203,-6.9988527,0.99999106,3.902759e-07,8.441074e-06,9.184771e-08,N,N
CF02_Gujarati_N_0061.npy,8.066283,-3.6832423,-2.494074,-7.0042806,0.9999659,7.892803e-06,2.5922709e-05,2.8505082e-07,N,N
CF09_Hindi_N_0121.npy,10.464771,-5.943837,-3.4509683,-6.6828423,0.9999989,7.478799e-08,9.0462976e-07,3.5717875e-08,N,N
CM05_English_N_0050.npy,7.5206966,-4.406907,-1.8937708,-5.7022395,0.99991,6.6049333e-06,8.152851e-05,1.8084748e-06,N,N
CM05_Hindi_N_0078.npy,7.3222175,-2.1342893,-3.500686,-5.873628,0.9999001,7.817141e-05,1.9935598e-05,1.8581196e-06,N,N
CF04_English_N_0009.npy,10.643789,-6.4458475,-3.3375583,-6.4335437,0.99999905,3.7849855e-08,8.471831e-07,3.831845e-08,N,N
CM30_Gujarati_N_0038.npy,6.751915,-2.2324512,-2.4781327,-6.702031,0.99977523,0.00012532613,9.802657e-05,1.435251e-06,N,N
CF20_Gujarati_N_0027.npy,9.553653,-5.143623,-2.944452,-6.2468014,0.9999957,4.1404985e-07,3.7337056e-06,1.3738779e-07,N,N
CF02_English_N_0066.npy,9.189404,-5.5370116,-2.520808,-6.3044353,0.9999912,4.0215653e-07,8.209483e-06,1.8668406e-07,N,N
CM35_English_N_0023.npy,7.094738,-4.759073,-0.7190988,-6.179134,0.99958724,7.108466e-06,0.0004039377,1.7181109e-06,N,N
CM30_Gujarati_N_0005.npy,6.2989273,-2.5687325,-1.8041642,-6.336964,0.9995535,0.00014080902,0.00030246718,3.251684e-06,N,N
CM05_Hindi_N_0111.npy,6.975937,-3.592967,-1.4682164,-6.608828,0.99975795,2.569675e-05,0.00021510271,1.2592345e-06,N,N
CF02_Gujarati_N_0046.npy,10.381917,-6.107619,-3.1908474,-6.7504787,0.99999857,6.89739e-08,1.2747431e-06,3.626553e-08,N,N
CM35_English_N_0046.npy,8.173424,-4.54667,-2.3767643,-6.663796,0.99997044,2.9903404e-06,2.6187781e-05,3.599687e-07,N,N
CF02_Gujarati_N_0039.npy,10.079543,-5.3190403,-3.420852,-6.4169126,0.99999845,2.0534283e-07,1.3704158e-06,6.849825e-08,N,N
CM38_English_N_0002.npy,7.8325067,-3.9945104,-2.0905588,-6.773816,0.99994326,7.3041083e-06,4.9027858e-05,4.5345038e-07,N,N
CF04_English_N_0011.npy,9.9780855,-6.07905,-3.1880193,-5.199348,0.99999774,1.06285306e-07,1.9143977e-06,2.5616728e-07,N,N
CF09_Hindi_N_0060.npy,8.241462,-4.7302322,-2.002042,-5.8464584,0.99996126,2.3251346e-06,3.5586567e-05,7.615127e-07,N,N
CF02_Gujarati_N_0041.npy,7.85368,-3.548311,-1.8818915,-7.4370704,0.9999294,1.1172429e-05,5.913767e-05,2.287077e-07,N,N
