filename,score_N,score_L,score_M,score_H,prob_N,prob_L,prob_M,prob_H,predict class,actual class
M22_Hindi_H_0004.npy,0.8251123,-2.3045313,4.514155,-5.3485785,0.024359146,0.0010653074,0.9745248,5.0753035e-05,M,H
M22_Hindi_H_0016.npy,-0.82158524,2.5074449,4.294482,-7.8243504,0.0051127155,0.14270231,0.8521803,4.649319e-06,M,H
M22_Hindi_H_0008.npy,0.5147485,2.7800934,4.715983,-9.263474,0.012919362,0.12447091,0.86260897,7.3217103e-07,M,H
M22_Hindi_H_0055.npy,2.0983744,3.0853653,1.707304,-8.345044,0.22938357,0.6154702,0.1551396,6.684105e-06,L,H
M22_Hindi_H_0047.npy,-1.3690176,-0.79121035,3.4782407,-3.388576,0.007674273,0.013676527,0.9776308,0.0010184844,M,H
M22_Hindi_H_0021.npy,-2.0868268,1.7194332,3.6032054,-5.1749234,0.0029245706,0.13155268,0.86538947,0.00013332721,M,H
M22_Hindi_H_0032.npy,-0.99350137,-0.61364096,3.7582095,-4.1095486,0.008453898,0.012360279,0.978811,0.0003747788,M,H
M22_Hindi_H_0011.npy,-2.9956584,3.7126052,1.510976,-4.94024,0.0010978078,0.8992658,0.099479295,0.00015703813,L,H
M22_Hindi_H_0044.npy,-0.54208183,3.2660286,2.914731,-7.155322,0.012856398,0.5793762,0.4077501,1.72594e-05,L,H
M22_Hindi_H_0026.npy,-0.9263345,2.7262561,4.4163065,-7.961781,0.004021888,0.15514217,0.8408324,3.5397625e-06,M,H
M22_Hindi_H_0050.npy,-0.36025235,-3.2231429,3.0786521,-1.8855199,0.03083804,0.0017609592,0.9606918,0.006709214,M,H
M22_Hindi_H_0023.npy,-2.3954268,3.335769,2.1198552,-5.6478043,0.0024951368,0.76934457,0.22806376,9.65172e-05,L,H
M22_Hindi_H_0034.npy,-1.3253937,-0.97597605,7.725664,-7.5992403,0.00011723365,0.00016626563,0.9997162,2.2098119e-07,M,H
M22_Hindi_H_0036.npy,-3.235474,4.472074,2.103361,-6.4524045,0.00041078054,0.9140195,0.08555324,1.6463218e-05,L,H
F04_Hindi_M_0091.npy,-3.3657455,1.3551651,1.8095052,-2.4194875,0.0034166127,0.38358474,0.60419726,0.008801377,M,M
M30_English_M_0070.npy,-4.499076,1.4017099,1.7857463,-1.8735563,0.0010911011,0.39860597,0.58523285,0.0150700165,M,M
M30_Hindi_M_0030.npy,-7.1565075,4.397931,8.19337,-10.632849,2.1085357e-07,0.021979101,0.9780206,6.5196692e-09,M,M
M30_English_M_0037.npy,-3.8002284,-1.9819349,8.346246,-6.338939,5.3068484e-06,3.2697273e-05,0.9999615,4.1907205e-07,M,M
M30_English_M_0073.npy,0.19628266,2.1853173,2.8474793,-6.3433385,0.04448219,0.325097,0.63035655,6.427836e-05,M,M
M30_Hindi_M_0065.npy,-6.718443,5.1142645,4.3708024,-7.8684907,4.9225346e-06,0.6777481,0.32224548,1.5585802e-06,L,M
M30_English_M_0017.npy,-3.9751263,1.1447862,5.710039,-6.342155,6.155459e-05,0.010299359,0.9896333,5.7712873e-06,M,M
M17_English_M_0073.npy,0.66463304,1.0609739,3.8875992,-6.22796,0.0362452,0.053873986,0.909844,3.6798934e-05,M,M
M17_English_M_0029.npy,-3.1530724,5.365434,2.1136813,-8.2135,0.00019225718,0.9625497,0.03725674,1.2194589e-06,L,M
F04_Hindi_M_0089.npy,-3.0371664,-1.6145974,6.214955,-4.052129,9.585735e-05,0.0003975934,0.9994717,3.4740217e-05,M,M
M17_Hindi_M_0003.npy,-4.805904,3.2242076,8.299472,-10.6724205,2.0216282e-06,0.006210611,0.9937874,5.726706e-09,M,M
M04_English_M_0022.npy,-3.6165352,-0.4246884,-2.2371862,3.1910067,0.0010707212,0.026054207,0.004253241,0.96862185,H,M
M17_English_M_0053.npy,-0.5741734,1.2300721,5.7610707,-8.156615,0.0017507523,0.010636495,0.98761183,8.9168583e-07,M,M
F04_Hindi_M_0100.npy,-1.4985676,0.4982685,3.5428035,-3.7573066,0.0061292467,0.0451463,0.94808406,0.0006403972,M,M
M04_English_M_0029.npy,-3.9767933,3.852234,0.123135895,-2.1901941,0.00038762853,0.9739105,0.023387961,0.0023138004,L,M
M30_English_M_0050.npy,-1.9744006,-1.7580156,6.6511493,-5.514011,0.00017938834,0.00022272521,0.9995927,5.2066835e-06,M,M
F04_Hindi_M_0013.npy,-1.6176547,-2.9167457,7.8057194,-6.2695823,8.0804515e-05,2.2041819e-05,0.9998964,7.711325e-07,M,M
F04_Hindi_M_0045.npy,-2.8578959,1.82571,4.130827,-5.9548345,0.00083784363,0.09062065,0.9085037,3.7859932e-05,M,M
M17_English_M_0086.npy,-0.9821038,2.7043524,4.760356,-8.480395,0.0028349955,0.113125354,0.8840381,1.5706729e-06,M,M
M04_English_M_0016.npy,-4.1432467,3.0747397,0.65172446,-1.8657814,0.0006687207,0.911961,0.08084891,0.0065213153,L,M
M30_English_M_0030.npy,-5.2892537,-4.2293196,10.996935,-6.19062,8.4527535e-08,2.4396167e-07,0.99999964,3.431938e-08,M,M
M30_English_M_0022.npy,-3.440125,-0.6992825,10.271309,-9.353945,1.1096658e-06,1.7199853e-05,0.99998176,2.9981457e-09,M,M
M30_English_M_0044.npy,-3.7219906,-0.93772686,6.1566358,-5.0674996,5.121286e-05,0.0008290279,0.99910635,1.3336187e-05,M,M
F04_Hindi_M_0002.npy,-6.0944314,0.5088226,9.157633,-7.976303,2.3770409e-07,0.00017530454,0.99982446,3.620345e-08,M,M
F04_Hindi_M_0115.npy,0.14828387,1.1178186,7.370103,-10.375943,0.00072853715,0.0019209468,0.99735045,1.9581138e-08,M,M
F04_Hindi_M_0027.npy,-5.1663194,-2.565626,7.1686587,-3.801331,4.3949303e-06,5.9213246e-05,0.9999192,1.7209128e-05,M,M
M30_Hindi_M_0097.npy,-6.8515816,1.9054713,2.840103,-1.5870134,4.399046e-05,0.27957502,0.7118749,0.00850612,M,M
F04_Hindi_M_0055.npy,1.2377803,2.934941,4.4462633,-9.930966,0.032051317,0.17494978,0.79299843,4.5218988e-07,M,M
M17_English_M_0112.npy,-1.0808185,0.31777596,4.703537,-5.712261,0.0030281772,0.012262615,0.98467976,2.9496558e-05,M,M
M30_Hindi_M_0014.npy,-6.2330456,3.3827946,3.4535542,-5.168562,3.2149354e-05,0.482257,0.51761764,9.321195e-05,M,M
M04_English_M_0006.npy,-2.5271575,3.5324194,3.4319537,-7.0089,0.0012247828,0.52444494,0.47431645,1.3856798e-05,L,M
F04_Hindi_M_0109.npy,-4.754911,0.84306353,3.0956213,-2.2812352,0.00035089612,0.0946996,0.90078574,0.004163727,M,M
F04_Hindi_M_0112.npy,-3.9369109,2.375028,6.173484,-8.329333,3.976224e-05,0.021913461,0.9780463,4.918877e-07,M,M
M04_English_M_0047.npy,-4.009839,4.791882,-0.15313888,-2.9996881,0.0001493266,0.99237615,0.0070644952,0.00041005336,L,M
M04_English_M_0009.npy,-3.7141867,4.694516,3.8038664,-8.547206,0.00015802967,0.70891124,0.29092938,1.2583025e-06,L,M
M17_Hindi_M_0005.npy,-1.3653508,-0.81961817,7.7591934,-7.2290573,0.00010892605,0.00018799241,0.99970275,3.0942564e-07,M,M
M17_English_M_0012.npy,-2.7959223,0.7718027,5.9685874,-6.7862763,0.00015529462,0.005503,0.9943388,2.8718878e-06,M,M
M04_English_M_0011.npy,-2.752654,6.6931534,0.7845734,-7.144861,7.8799836e-05,0.99721175,0.0027084681,9.750211e-07,L,M
M30_Hindi_M_0074.npy,-6.048788,-0.9441785,9.334911,-6.934831,2.084151e-07,3.434258e-05,0.9999653,8.5926146e-08,M,M
M30_Hindi_M_0041.npy,-6.604274,-1.2782809,9.809837,-6.9453425,7.4376366e-08,1.5292715e-05,0.9999845,5.2882367e-08,M,M
M17_English_M_0043.npy,0.54756546,-1.3000988,5.5278745,-6.3617606,0.0068176575,0.0010744958,0.992101,6.8069567e-06,M,M
M17_English_M_0084.npy,-0.61006814,5.0850024,4.2509823,-11.196288,0.0023388658,0.69557357,0.3020875,5.908383e-08,L,M
M30_English_M_0059.npy,-4.77676,-0.011752127,4.754129,-3.4893904,7.193832e-05,0.008440674,0.99122673,0.00026065033,M,M
M17_English_M_0056.npy,-3.3684688,3.3523903,2.7065609,-6.1038094,0.0007902283,0.65551794,0.34364054,5.1263618e-05,L,M
F04_Hindi_M_0078.npy,0.7182664,2.9822886,3.2090595,-7.780485,0.044066917,0.42399916,0.5319249,8.977422e-06,M,M
M30_English_M_0072.npy,-2.6709194,0.80673856,4.571386,-5.284411,0.0006989251,0.022633845,0.976616,5.1216e-05,M,M
M30_Hindi_M_0078.npy,-6.8973536,2.813358,1.6204361,-1.9452623,4.6213318e-05,0.76221156,0.23120439,0.0065378207,L,M
M17_English_M_0089.npy,-0.60149735,2.1660726,4.23091,-7.2421246,0.0070207994,0.11177042,0.8811996,9.170626e-06,M,M
F04_Hindi_M_0088.npy,0.5617514,3.7014055,4.709267,-10.38178,0.0114452485,0.26433808,0.7242165,2.0225993e-07,M,M
M30_English_M_0046.npy,-6.4312224,-2.0020595,6.4359584,-2.6630936,2.5805405e-06,0.0002164072,0.9996692,0.0001117347,M,M
M30_English_M_0019.npy,-5.300253,1.3770084,3.1788478,-2.1280603,0.00017755291,0.14100218,0.85458386,0.004236369,M,M
F04_Hindi_M_0068.npy,-2.3523393,2.7266028,4.297378,-7.749242,0.0010704639,0.17192084,0.8270039,4.8498378e-06,M,M
M30_Hindi_M_0089.npy,-6.5016613,2.3714573,4.4286237,-5.124775,1.5876889e-05,0.113321334,0.88659984,6.291288e-05,M,M
M04_English_M_0044.npy,-3.6637697,4.4700165,0.8065525,-4.596184,0.00028600392,0.974609,0.024992414,0.00011257182,L,M
F04_Hindi_M_0099.npy,-1.9047376,1.9058719,3.7855203,-5.836025,0.0029225447,0.13203463,0.8649854,5.733563e-05,M,M
M17_English_M_0031.npy,-3.4209976,2.694491,4.5991807,-7.292637,0.0002860775,0.12954076,0.87016714,5.9573363e-06,M,M
M17_English_M_0057.npy,-3.24025,0.34808496,4.1679935,-3.863418,0.0005926851,0.021439672,0.9776498,0.000317823,M,M
F04_Hindi_M_0005.npy,-6.241848,3.3354146,6.056934,-8.489262,4.276015e-06,0.061715145,0.9382801,4.518558e-07,M,M
M17_English_M_0002.npy,0.84752506,-1.6393057,7.647946,-9.0497675,0.0011119656,9.248569e-05,0.9987955,5.5943758e-08,M,M
M17_English_M_0014.npy,-1.3917154,1.2877749,5.354512,-7.3239985,0.0011541701,0.016825106,0.98201764,3.0613437e-06,M,M
F04_Hindi_M_0049.npy,-3.0525212,-0.9917558,7.9395037,-6.674029,1.6832908e-05,0.00013217171,0.9998505,4.501511e-07,M,M
M30_Hindi_M_0012.npy,-4.3331833,5.022479,5.9406924,-10.934661,2.4672428e-05,0.285315,0.7146602,3.3514056e-08,M,M
M30_Hindi_M_0066.npy,-6.877548,4.7743073,2.5865014,-6.103322,7.825001e-06,0.8991268,0.100848384,1.6971748e-05,L,M
M30_Hindi_M_0102.npy,-8.087924,1.3535272,6.959466,-4.9744816,2.9067328e-07,0.0036624796,0.9963308,6.539672e-06,M,M
F04_Hindi_M_0082.npy,-0.6319821,-1.0346016,6.5736575,-7.0102506,0.00074146764,0.0004957204,0.99876153,1.2590573e-06,M,M
M17_English_M_0040.npy,0.8100471,0.26934287,4.4528394,-6.0890374,0.02513719,0.014638341,0.96019906,2.5356094e-05,M,M
M30_Hindi_M_0077.npy,-2.8956175,0.8525832,4.5630774,-5.2946467,0.0005622976,0.023866517,0.97552013,5.1060026e-05,M,M
M04_English_M_0032.npy,-3.9337826,1.9021,0.9689156,-0.9315493,0.0020074279,0.6872767,0.27030545,0.040410426,L,M
M30_Hindi_M_0053.npy,-4.5443316,1.7420541,4.371524,-5.667891,0.00012519272,0.06725455,0.9325795,4.07027e-05,M,M
M30_Hindi_M_0091.npy,-5.578624,3.708494,3.3206742,-5.7634697,5.5167297e-05,0.5956975,0.40420142,4.5856843e-05,L,M
M30_English_M_0071.npy,-4.6523314,2.3309348,2.1014931,-2.8667874,0.00051473995,0.5551134,0.44130257,0.0030693011,L,M
M32_Marathi_M_0003.npy,-7.2627616,2.875192,1.488704,-1.0480814,3.114716e-05,0.7875458,0.19684835,0.015574707,L,M
M17_English_M_0103.npy,0.57455134,-0.06642744,5.034489,-6.5411053,0.011362379,0.005985438,0.982643,9.229521e-06,M,M
M30_English_M_0041.npy,-4.2777314,4.4631705,2.8733175,-7.224319,0.00013280161,0.8304793,0.16938089,6.974557e-06,L,M
F04_English_M_0018.npy,4.833988,-3.381768,7.0767446,-11.974887,0.09597363,2.5947438e-05,0.90400046,4.810055e-09,M,M
M17_English_M_0113.npy,-1.5046576,2.2606823,5.0150175,-7.5168633,0.0013840087,0.05975926,0.9388534,3.3889946e-06,M,M
M30_Hindi_M_0082.npy,-7.02814,-0.6590051,5.2392287,-1.0874994,4.681486e-06,0.002731893,0.99548364,0.0017797997,M,M
F04_Hindi_M_0071.npy,-1.6185052,-2.575056,9.204823,-7.4648013,1.992858e-05,7.656878e-06,0.99997234,5.7605263e-08,M,M
F04_Hindi_M_0012.npy,-2.0282376,-1.2157794,6.3275094,-5.692647,0.00023486077,0.00052924495,0.9992298,6.016966e-06,M,M
M17_English_M_0026.npy,-0.8389104,3.1466682,4.413094,-8.593047,0.0040689195,0.21897471,0.7769547,1.7454208e-06,M,M
M30_English_M_0040.npy,-3.3464212,0.31903467,4.6840215,-4.644693,0.00032118705,0.012550051,0.987041,8.768514e-05,M,M
F04_Hindi_M_0095.npy,-4.4144115,-2.8723557,1.7633338,1.2536794,0.0012869023,0.006015225,0.6201636,0.37253428,M,M
M17_English_M_0070.npy,-0.42585796,-0.7855127,6.162224,-6.3147154,0.0013734625,0.00095856295,0.9976642,3.8046837e-06,M,M
M30_Hindi_M_0069.npy,-7.1753855,3.2659993,2.3736017,-3.0346894,2.068578e-05,0.7084479,0.2902315,0.0013000305,L,M
M17_English_M_0054.npy,-1.2022513,3.1358907,5.424355,-9.587963,0.001201228,0.091972224,0.90682626,2.7400426e-07,M,M
F04_Hindi_M_0023.npy,-2.0174427,-1.6153504,8.059351,-7.320693,4.2039588e-05,6.284704e-05,0.99989486,2.091636e-07,M,M
F04_Hindi_M_0108.npy,-0.6971486,-3.8296003,9.329357,-8.079246,4.4210352e-05,1.9280458e-06,0.99995387,2.7511826e-08,M,M
M04_English_M_0037.npy,-3.3055625,3.410978,1.5761846,-4.5827227,0.00104265,0.861182,0.13748467,0.00029071985,L,M
M30_Hindi_M_0023.npy,-6.2378545,-1.9131345,7.266104,-3.7309651,1.3653771e-06,0.00010314657,0.99987876,1.6748689e-05,M,M
M30_English_M_0033.npy,-0.8051196,-2.3893006,7.6580005,-6.724309,0.00021105846,4.3291413e-05,0.9997451,5.671943e-07,M,M
M30_English_M_0023.npy,-0.8267775,1.3558453,4.495641,-6.45448,0.004656535,0.04130132,0.9540254,1.6748767e-05,M,M
M30_Hindi_M_0070.npy,-2.9571087,-0.5218219,5.483769,-4.713898,0.00021527542,0.0024582506,0.9972893,3.715614e-05,M,M
M30_Hindi_M_0050.npy,-3.6376255,-0.3123153,5.511168,-4.733753,0.000106019485,0.0029481486,0.9969104,3.542775e-05,M,M
M04_English_M_0050.npy,-6.7328386,3.6402376,0.037175868,-0.40683445,2.9924015e-05,0.9571714,0.026073534,0.016725099,L,M
F04_Hindi_M_0053.npy,-2.7362106,-3.3267732,7.2279787,-4.4802556,4.705135e-05,2.6067173e-05,0.9999186,8.225132e-06,M,M
M17_English_M_0114.npy,-1.7019529,4.749211,7.030728,-12.797572,0.00014626782,0.09265178,0.90720206,2.2201512e-09,M,M
M30_Hindi_M_0054.npy,-5.6184015,-0.8834612,6.7888613,-4.0749073,4.086787e-06,0.00046530805,0.9995115,1.9129915e-05,M,M
M30_English_M_0032.npy,-4.566757,-1.7751309,6.695956,-3.832488,1.2839779e-05,0.00020938489,0.99975103,2.6757567e-05,M,M
M30_Hindi_M_0055.npy,-2.3021853,-1.179909,6.03217,-4.740269,0.00023988435,0.00073688605,0.9990023,2.0948632e-05,M,M
F04_Hindi_M_0014.npy,-1.4940155,-2.2999835,9.049028,-7.8801937,2.637531e-05,1.1780669e-05,0.99996185,4.443403e-08,M,M
M30_Hindi_M_0027.npy,-4.294195,0.23708859,6.066928,-6.167348,3.1545056e-05,0.0029298333,0.99703383,4.846536e-06,M,M
F04_Hindi_M_0030.npy,-3.8297787,-0.7831842,8.826651,-7.497622,3.1867796e-06,6.70612e-05,0.99992967,8.136322e-08,M,M
F04_Hindi_M_0039.npy,-4.396569,6.072389,2.5371044,-8.436343,2.7599315e-05,0.971648,0.02832398,4.8578795e-07,L,M
M30_English_M_0060.npy,-4.2301054,1.6383612,7.093756,-7.472015,1.202962e-05,0.0042549544,0.9957326,4.7022826e-07,M,M
F04_Hindi_M_0093.npy,0.29499218,0.82529485,6.3485823,-7.988491,0.0023346043,0.0039675366,0.99369735,5.8985097e-07,M,M
F04_Hindi_M_0084.npy,-2.2970285,-2.8506486,7.6743274,-5.4708457,4.6715664e-05,2.6855194e-05,0.9999244,1.954749e-06,M,M
M04_English_M_0051.npy,-4.4189568,7.368846,0.9806243,-7.6678,7.5838443e-06,0.9983138,0.0016784082,2.943979e-07,L,M
M30_English_M_0036.npy,-2.438348,-0.5403008,7.410512,-7.372025,5.2785967e-05,0.0003522328,0.9995946,3.8005763e-07,M,M
F04_Hindi_M_0105.npy,-1.4158654,-0.85676396,4.4913898,-4.5341206,0.0026991365,0.004721061,0.9924604,0.000119394324,M,M
F04_Hindi_M_0050.npy,-3.4031897,-0.42827561,6.580466,-5.6130013,4.6104014e-05,0.0009030831,0.9990458,5.0585945e-06,M,M
M30_Hindi_M_0018.npy,-5.245415,2.0065665,6.8806057,-8.267876,5.375605e-06,0.007584427,0.99240994,2.6169124e-07,M,M
M30_Hindi_M_0046.npy,-2.4688413,4.990094,2.7877767,-8.772415,0.0005186362,0.89998955,0.09949084,9.489767e-07,L,M
M17_English_M_0105.npy,-1.2040436,1.2711245,5.8855677,-7.6297464,0.0008248603,0.009802393,0.9893714,1.3357742e-06,M,M
M04_English_M_0054.npy,-2.980854,4.9655924,2.3142335,-7.2164936,0.00033048177,0.93378156,0.06588321,4.782253e-06,L,M
M30_Hindi_M_0003.npy,-3.3070407,1.2461125,6.1995926,-7.636223,7.3830204e-05,0.0070087975,0.99291635,9.729586e-07,M,M
M30_Hindi_M_0016.npy,-4.517932,0.9612592,3.750396,-3.006012,0.00024133532,0.057836656,0.94082737,0.0010945594,M,M
M30_English_M_0015.npy,-0.42437974,0.03178881,3.5323737,-4.106772,0.018218096,0.028748456,0.952575,0.0004584166,M,M
F04_English_M_0013.npy,1.7614139,-0.92309594,7.5252347,-9.3441,0.0031286036,0.00021354164,0.9966577,4.7020457e-08,M,M
M32_Marathi_M_0006.npy,-0.496389,2.3684409,1.4280303,-4.5166254,0.03934656,0.69037735,0.2695699,0.00070622057,L,M
M17_English_M_0009.npy,-2.4266152,6.395508,1.6809429,-8.826659,0.00014610388,0.99097085,0.008882832,2.4274917e-07,L,M
M04_English_M_0023.npy,-3.7333033,2.5192387,1.6944746,-3.2248735,0.0013339792,0.69277716,0.30367082,0.002217979,L,M
F04_Hindi_M_0111.npy,0.63739944,0.7641202,0.08471012,-3.082924,0.36566725,0.41506892,0.21040505,0.008858706,L,M
M17_English_M_0109.npy,-1.0760993,0.22104198,5.987153,-6.6514444,0.00085258664,0.0031194636,0.9960246,3.231446e-06,M,M
M30_English_M_0008.npy,-6.5042524,1.5287482,6.067269,-5.7533984,3.432695e-06,0.010576043,0.98941326,7.2732273e-06,M,M
M32_Marathi_M_0010.npy,-1.7323327,4.2148905,2.806585,-8.223627,0.0020952055,0.80181247,0.19608915,3.1775567e-06,L,M
M30_Hindi_M_0064.npy,-7.9345136,-0.22935033,7.3363833,-3.8676443,2.3318621e-07,0.0005176219,0.9994685,1.3612e-05,M,M
M30_English_M_0039.npy,-0.30874315,-2.9809306,9.161141,-8.359879,7.7133926e-05,5.3300273e-06,0.9999175,2.4585685e-08,M,M
M30_English_M_0004.npy,-2.7707486,2.1463702,3.0818212,-5.3389153,0.0020584061,0.28119555,0.71658826,0.0001578303,M,M
F04_Hindi_M_0072.npy,-3.6115808,5.90102,1.8951887,-8.164006,7.258737e-05,0.98204446,0.01788219,7.651874e-07,L,M
M32_Marathi_M_0002.npy,-5.5762157,-0.45767975,2.8813689,-0.62106067,0.00019917698,0.03328059,0.9382561,0.028264131,M,M
M30_Hindi_M_0092.npy,-3.4254425,4.1592197,4.066363,-8.477443,0.0002658107,0.5230576,0.4766749,1.7002653e-06,L,M
F04_English_M_0010.npy,-2.2381418,-2.4735076,4.4327097,-2.0970302,0.0012626115,0.0009978187,0.99628556,0.0014539646,M,M
M04_English_M_0031.npy,-5.8287106,4.3531265,1.676686,-4.559947,3.540909e-05,0.9354711,0.064367555,0.00012593075,L,M
M30_Hindi_M_0087.npy,-5.139859,-2.4097412,6.1286607,-1.7018577,1.2760883e-05,0.00019568442,0.9993944,0.0003971788,M,M
M17_English_M_0038.npy,2.7261496,3.0166924,2.3618684,-9.246625,0.32983103,0.44103462,0.22913224,2.0824843e-06,L,M
